"origin","dep_delay","arr_delay"
"EWR",6,-18
"EWR",-1,-11
"EWR",-4,-39
"EWR",-7,21
"EWR",-5,-22
"EWR",-1,-32
"EWR",-7,-14
"EWR",20,-5
"EWR",1,-24
"EWR",-1,-21
"EWR",-3,-60
"EWR",3,-47
"EWR",-3,-32
"EWR",-3,-32
"EWR",6,-23
"EWR",12,13
"EWR",1,-48
"EWR",15,-11
"EWR",-6,-28
"EWR",-1,-20
"EWR",0,-26
"EWR",-3,-25
"EWR",-2,-60
"EWR",0,17
"EWR",29,12
"EWR",22,11
"EWR",10,22
"EWR",-1,-54
"EWR",5,0
"EWR",-2,-12
"EWR",5,-4
"EWR",14,-2
"EWR",34,12
"EWR",5,-41
"EWR",30,10
"EWR",-5,-43
"EWR",-5,-38
"EWR",7,-25
"EWR",13,-36
"EWR",-4,-3
"EWR",50,24
"EWR",-8,-48
"EWR",66,47
"EWR",-5,-1
"EWR",-3,-5
"EWR",5,2
"EWR",-6,-6
"EWR",4,-27
"EWR",25,5
"EWR",-4,-65
"EWR",0,-23
"EWR",13,-15
"EWR",13,-32
"EWR",0,-16
"EWR",1,1
"EWR",4,-25
"EWR",28,14
"EWR",99,89
"EWR",6,-51
"EWR",21,1
"EWR",156,123
"LGA",-7,-12
"LGA",-7,6
"LGA",-6,-20
"LGA",-5,-7
"LGA",-3,-15
"LGA",0,-3
"LGA",-7,-14
"LGA",-1,-6
"LGA",-10,-10
"LGA",-4,-4
"LGA",-9,-24
"LGA",-5,-33
"LGA",-5,5
"LGA",0,-5
"LGA",-4,-16
"LGA",-5,10
"LGA",-9,-23
"LGA",-8,-9
"LGA",-7,9
"LGA",-2,-6
"LGA",62,61
"LGA",86,94
"EWR",-3,-13
"EWR",-6,-32
"EWR",0,-23
"EWR",-5,-16
"EWR",-7,-21
"EWR",-5,-37
"EWR",-4,-16
"EWR",-2,-26
"EWR",0,-4
"EWR",29,17
"EWR",1,-10
"EWR",-6,-25
"EWR",-3,-17
"JFK",-5,-27
"JFK",-3,-31
"JFK",-2,-39
"JFK",-8,-11
"JFK",5,-10
"JFK",14,6
"JFK",-7,-5
"JFK",-5,-11
"JFK",1,-3
"JFK",-4,-19
"JFK",-7,-43
"JFK",-9,-16
"JFK",7,-5
"EWR",-7,-11
"LGA",-5,11
"EWR",-5,-15
"EWR",62,52
"EWR",-1,-27
"LGA",2,19
"JFK",6,-27
"LGA",8,30
"EWR",-1,-6
"LGA",-4,5
"EWR",-3,-15
"EWR",11,23
"EWR",-2,-9
"LGA",-9,22
"JFK",27,32
"EWR",-10,-15
"EWR",19,9
"EWR",-3,-22
"LGA",12,35
"EWR",5,6
"JFK",11,7
"JFK",-3,-15
"LGA",3,29
"EWR",18,19
"LGA",-1,18
"EWR",25,12
"LGA",6,5
"JFK",85,59
"EWR",10,2
"EWR",21,21
"LGA",-2,5
"JFK",1,-42
"EWR",20,-4
"LGA",-5,9
"LGA",2,7
"LGA",-3,10
"JFK",-5,-16
"EWR",15,-2
"EWR",0,-11
"LGA",-5,8
"EWR",0,-18
"LGA",-7,21
"EWR",-6,-15
"EWR",14,-21
"JFK",-4,-57
"JFK",66,59
"EWR",0,31
"LGA",0,22
"EWR",-5,-16
"EWR",24,15
"EWR",33,19
"EWR",6,-16
"EWR",33,19
"LGA",14,21
"LGA",-6,8
"LGA",-9,-12
"EWR",63,69
"EWR",3,-18
"LGA",-8,11
"JFK",-3,-17
"EWR",-5,-4
"JFK",-6,-19
"EWR",8,-5
"JFK",33,16
"LGA",-2,3
"EWR",28,7
"LGA",-3,-3
"JFK",-1,-6
"EWR",-1,-30
"EWR",0,-21
"LGA",20,35
"EWR",1,-38
"JFK",-3,5
"JFK",19,13
"LGA",-5,-11
"LGA",-4,-1
"LGA",1,3
"JFK",-5,-10
"EWR",-5,-16
"JFK",-3,-34
"LGA",-4,38
"EWR",-1,-6
"JFK",-6,-14
"JFK",57,46
"LGA",-5,2
"EWR",0,-15
"JFK",-2,7
"JFK",8,-6
"EWR",0,-18
"EWR",-4,-22
"JFK",-6,-29
"LGA",-4,-4
"EWR",-2,-12
"JFK",1,-12
"LGA",-2,22
"JFK",-3,-1
"LGA",-8,-6
"JFK",-3,10
"JFK",3,-20
"JFK",-2,2
"JFK",-2,24
"JFK",-1,-6
"JFK",0,-2
"JFK",-5,4
"EWR",-1,-29
"EWR",-3,-20
"JFK",-2,-3
"JFK",-2,-28
"EWR",-3,-27
"LGA",-2,-8
"EWR",0,-33
"EWR",-1,-6
"JFK",-3,1
"LGA",2,-18
"LGA",64,59
"EWR",-7,-39
"EWR",-2,-19
"EWR",8,1
"JFK",-2,5
"JFK",70,93
"LGA",16,4
"LGA",26,9
"LGA",31,24
"EWR",66,39
"JFK",14,27
"EWR",27,-18
"EWR",-3,43
"EWR",-4,-35
"EWR",5,1
"LGA",-6,-13
"LGA",-6,-5
"JFK",69,92
"JFK",111,127
"JFK",-8,1
"LGA",-7,-22
"EWR",3,-16
"JFK",30,15
"EWR",7,9
"JFK",-1,-8
"EWR",1,-42
"EWR",22,12
"LGA",13,-5
"JFK",63,88
"LGA",-6,-10
"LGA",13,13
"EWR",15,5
"JFK",-9,17
"JFK",8,-3
"LGA",-2,0
"EWR",-1,-21
"JFK",5,12
"LGA",0,-1
"JFK",-2,-17
"LGA",45,46
"LGA",0,-12
"LGA",10,16
"EWR",0,-23
"LGA",48,63
"EWR",18,-2
"LGA",4,-10
"EWR",6,-19
"JFK",-4,-3
"LGA",-4,7
"EWR",52,33
"EWR",-3,-21
"JFK",-6,12
"LGA",-6,-16
"JFK",-5,-33
"LGA",-6,-5
"EWR",5,-12
"JFK",6,25
"LGA",-8,5
"EWR",-1,-4
"EWR",-1,-9
"LGA",-5,-18
"EWR",60,25
"JFK",1,-8
"EWR",10,-2
"JFK",-2,-10
"LGA",64,79
"JFK",4,9
"LGA",173,195
"LGA",-5,3
"JFK",26,23
"LGA",7,13
"LGA",-3,5
"LGA",-5,0
"JFK",-5,-42
"LGA",0,-19
"JFK",26,31
"JFK",18,24
"JFK",8,-3
"JFK",20,10
"LGA",15,33
"LGA",0,10
"JFK",37,16
"LGA",-2,14
"JFK",-1,-10
"EWR",35,18
"JFK",-5,-4
"JFK",6,-3
"LGA",8,7
"JFK",10,28
"JFK",1,12
"EWR",46,26
"JFK",-4,-16
"LGA",-10,-27
"EWR",50,33
"JFK",6,-1
"JFK",-4,-10
"JFK",19,-10
"JFK",9,-7
"LGA",15,-1
"JFK",3,-13
"JFK",186,177
"JFK",57,60
"JFK",85,49
"LGA",15,9
"JFK",46,30
"LGA",108,105
"JFK",27,8
"JFK",90,99
"LGA",43,23
"LGA",152,134
"JFK",101,77
"LGA",94,83
"LGA",95,82
"LGA",145,134
"JFK",175,177
"JFK",121,114
"JFK",189,170
"EWR",317,320
"JFK",268,250
"LGA",-11,-8
"LGA",-8,8
"LGA",-7,5
"LGA",-5,-8
"LGA",-5,-5
"LGA",6,11
"LGA",-2,8
"LGA",-5,-12
"LGA",10,18
"LGA",-6,-14
"LGA",9,9
"LGA",15,-6
"LGA",-5,-25
"LGA",-5,60
"LGA",0,-11
"LGA",31,17
"LGA",16,23
"LGA",-10,71
"LGA",-7,2
"LGA",-7,15
"LGA",-7,-47
"LGA",-1,-10
"LGA",7,35
"LGA",13,7
"LGA",-4,-11
"LGA",-1,-9
"LGA",0,95
"LGA",-8,-4
"LGA",-8,-1
"LGA",-9,18
"LGA",-4,-29
"LGA",-8,15
"LGA",12,22
"LGA",8,-22
"LGA",18,2
"LGA",-4,-10
"LGA",81,60
"LGA",68,56
"JFK",-7,-18
"JFK",-5,-5
"JFK",-5,-9
"JFK",-4,15
"JFK",-4,-20
"JFK",-4,-13
"JFK",-3,-31
"JFK",1,-18
"JFK",-7,-16
"JFK",-11,-41
"JFK",-6,-31
"JFK",-6,-8
"JFK",0,-26
"JFK",10,-4
"JFK",-8,-17
"JFK",-1,-15
"JFK",-5,-24
"JFK",-1,-25
"JFK",0,-34
"JFK",-2,-13
"JFK",7,-11
"JFK",24,-2
"JFK",17,-17
"JFK",-3,-25
"JFK",33,24
"JFK",6,-36
"JFK",31,34
"JFK",13,-3
"JFK",31,2
"LGA",-7,-24
"LGA",-7,-33
"LGA",0,-7
"EWR",-4,-14
"LGA",0,-9
"LGA",4,-7
"EWR",4,-9
"EWR",-7,-26
"EWR",-4,-16
"EWR",-1,-25
"EWR",0,-18
"EWR",-7,-23
"EWR",-1,-15
"LGA",-3,-45
"LGA",-3,-28
"EWR",-6,-15
"LGA",16,-15
"EWR",-2,-5
"LGA",-7,-31
"EWR",0,-14
"EWR",0,-43
"EWR",-3,-16
"LGA",-5,2
"EWR",5,-15
"EWR",-8,-46
"LGA",12,-32
"LGA",-13,-29
"LGA",-7,-45
"EWR",21,-23
"EWR",-2,-6
"EWR",15,10
"EWR",47,15
"EWR",54,45
"EWR",-7,-24
"LGA",58,40
"EWR",-5,-13
"EWR",-2,-14
"EWR",2,-11
"EWR",1,-16
"EWR",20,-29
"EWR",-8,-22
"EWR",6,-20
"EWR",-2,-19
"EWR",-1,-25
"EWR",-2,-25
"EWR",-5,-18
"EWR",0,-6
"EWR",-2,-11
"EWR",1,-30
"EWR",-7,-15
"EWR",1,-36
"EWR",-5,-16
"JFK",-3,-37
"EWR",-1,-43
"EWR",-1,-12
"EWR",-4,-26
"EWR",14,-11
"EWR",18,79
"EWR",0,-48
"EWR",1,-17
"EWR",12,-5
"EWR",19,-7
"EWR",-7,-18
"EWR",0,-37
"EWR",7,-18
"JFK",-4,-19
"JFK",-1,-13
"EWR",9,-17
"EWR",6,-4
"EWR",56,40
"EWR",2,-2
"EWR",1,-33
"JFK",-5,-24
"EWR",-3,-31
"JFK",6,-20
"EWR",2,-20
"EWR",-6,-27
"EWR",41,31
"JFK",-3,-19
"JFK",-2,-24
"EWR",110,89
"JFK",7,-8
"EWR",2,-22
"EWR",6,-16
"EWR",35,49
"EWR",53,50
"JFK",65,36
"EWR",84,67
"LGA",-1,-12
"LGA",-1,-32
"LGA",1,-12
"LGA",4,-4
"LGA",-8,-23
"LGA",-1,-18
"LGA",4,8
"LGA",-4,-19
"JFK",111,113
"LGA",-1,-9
"LGA",2,-1
"LGA",-6,-15
"LGA",3,-14
"LGA",4,-13
"JFK",154,162
"LGA",40,49
"LGA",41,26
"LGA",8,-5
"LGA",77,73
"EWR",220,205
"EWR",219,233
"LGA",-9,-13
"LGA",-8,-19
"LGA",-7,-16
"LGA",0,-13
"LGA",1,-11
"LGA",4,-10
"LGA",9,-17
"LGA",-4,-41
"LGA",7,-12
"LGA",-1,-41
"LGA",-5,-3
"LGA",-9,-28
"LGA",-7,-25
"LGA",-6,-23
"LGA",-7,-9
"LGA",-7,-24
"EWR",-6,6
"EWR",-5,-1
"LGA",8,-4
"EWR",-9,-20
"EWR",3,-9
"EWR",7,-6
"LGA",0,1
"LGA",-5,-31
"EWR",-4,-20
"EWR",7,-3
"LGA",17,-2
"EWR",2,5
"LGA",1,-5
"EWR",15,-15
"EWR",-12,-17
"LGA",-6,-20
"LGA",0,-14
"EWR",5,-8
"LGA",1,-16
"EWR",-3,-23
"EWR",5,9
"LGA",-6,-38
"LGA",-1,-29
"LGA",-4,-14
"EWR",6,3
"LGA",-3,-30
"EWR",27,31
"LGA",24,12
"EWR",0,-4
"EWR",11,6
"EWR",4,0
"LGA",-8,-16
"LGA",-5,-16
"EWR",16,-1
"EWR",-3,-2
"LGA",-3,12
"EWR",-8,-3
"EWR",-5,-20
"EWR",49,39
"LGA",-4,-4
"EWR",8,-5
"EWR",9,12
"EWR",-2,2
"EWR",3,12
"LGA",0,-13
"LGA",-8,0
"LGA",-7,-19
"EWR",24,5
"LGA",99,78
"LGA",-6,-37
"LGA",39,19
"EWR",5,-26
"LGA",-5,-40
"LGA",38,31
"LGA",-1,-29
"LGA",0,-17
"LGA",-6,6
"LGA",-3,-23
"EWR",91,73
"EWR",3,-14
"EWR",20,37
"LGA",-6,-48
"LGA",20,22
"EWR",-3,-21
"LGA",31,-12
"EWR",-4,4
"EWR",-2,-9
"LGA",-1,-5
"EWR",1,-14
"EWR",2,-16
"EWR",6,-19
"LGA",9,-10
"EWR",15,-19
"LGA",5,-1
"EWR",16,27
"EWR",7,-9
"EWR",37,24
"LGA",-5,-18
"EWR",17,9
"EWR",7,10
"EWR",20,21
"LGA",-7,-11
"LGA",15,5
"LGA",24,18
"LGA",-4,-17
"EWR",31,45
"LGA",19,51
"EWR",-1,-4
"EWR",7,-8
"LGA",30,17
"LGA",-5,8
"EWR",0,-5
"LGA",-9,-4
"EWR",2,-21
"EWR",0,-2
"LGA",31,10
"EWR",1,-21
"EWR",12,14
"EWR",3,9
"EWR",3,-2
"EWR",125,142
"LGA",16,-1
"LGA",40,56
"LGA",16,18
"EWR",0,2
"EWR",34,29
"EWR",61,81
"EWR",2,-1
"EWR",29,40
"LGA",5,-19
"EWR",81,71
"EWR",122,125
"LGA",-7,-3
"LGA",15,20
"EWR",5,-9
"LGA",20,3
"EWR",56,55
"LGA",1,-3
"EWR",2,2
"EWR",0,-9
"LGA",0,-11
"LGA",-10,-20
"EWR",17,21
"EWR",20,38
"LGA",23,7
"EWR",9,31
"LGA",20,69
"LGA",29,13
"LGA",34,26
"LGA",-1,15
"LGA",12,-10
"LGA",5,-5
"LGA",0,-11
"EWR",71,74
"EWR",21,14
"EWR",8,77
"LGA",32,51
"LGA",25,4
"LGA",42,31
"LGA",14,-2
"LGA",0,-9
"EWR",-4,-25
"LGA",42,12
"EWR",64,59
"LGA",-5,0
"EWR",1,-10
"EWR",-1,18
"EWR",67,52
"LGA",1,41
"EWR",-8,7
"EWR",-2,-42
"EWR",-2,-13
"EWR",65,52
"LGA",-1,-4
"LGA",-4,-17
"EWR",30,15
"LGA",36,45
"LGA",6,1
"LGA",42,16
"EWR",-4,-18
"EWR",36,20
"EWR",36,13
"LGA",29,35
"EWR",12,-22
"EWR",17,-1
"EWR",0,37
"EWR",-3,-12
"LGA",-7,-21
"LGA",28,19
"EWR",-6,-24
"EWR",1,38
"EWR",1,-14
"EWR",55,55
"EWR",77,87
"EWR",50,32
"LGA",8,10
"EWR",40,27
"LGA",57,26
"EWR",101,101
"EWR",15,11
"EWR",64,59
"EWR",51,48
"LGA",44,18
"EWR",8,12
"EWR",29,48
"LGA",56,36
"EWR",30,27
"LGA",-2,-7
"LGA",-2,4
"LGA",29,25
"EWR",51,46
"EWR",0,-14
"LGA",13,12
"EWR",50,44
"LGA",3,5
"EWR",-5,11
"EWR",66,85
"EWR",36,35
"EWR",33,29
"EWR",27,-8
"EWR",49,52
"EWR",9,17
"LGA",29,-8
"EWR",13,-10
"EWR",-11,-4
"EWR",39,17
"EWR",48,57
"EWR",-7,-8
"LGA",15,-16
"EWR",117,110
"LGA",37,6
"LGA",37,12
"EWR",-7,4
"EWR",33,28
"LGA",-1,-10
"LGA",79,53
"LGA",-5,-29
"EWR",-5,4
"LGA",3,-11
"EWR",89,138
"EWR",81,81
"LGA",6,-9
"EWR",67,88
"EWR",10,0
"LGA",59,54
"EWR",11,10
"LGA",36,44
"LGA",40,23
"EWR",34,69
"LGA",10,-5
"EWR",30,-2
"LGA",58,31
"EWR",42,26
"LGA",84,76
"EWR",4,-24
"LGA",56,40
"LGA",79,60
"EWR",127,167
"EWR",50,34
"EWR",125,106
"EWR",36,22
"LGA",77,72
"EWR",59,49
"EWR",255,249
"EWR",56,37
"LGA",69,53
"EWR",82,87
"EWR",54,41
"LGA",48,39
"LGA",68,51
"LGA",89,85
"LGA",68,134
"EWR",2,-10
"LGA",163,145
"LGA",95,97
"LGA",124,152
"EWR",8,-7
"LGA",131,144
"LGA",-7,54
"EWR",34,5
"EWR",-3,-24
"EWR",2,-16
"EWR",61,24
"LGA",2,42
"EWR",45,37
"EWR",7,28
"EWR",11,-12
"EWR",69,75
"LGA",14,32
"EWR",-5,-22
"EWR",82,87
"LGA",24,42
"EWR",-2,-28
"EWR",33,45
"EWR",41,31
"EWR",68,61
"EWR",45,23
"EWR",47,83
"EWR",50,79
"EWR",48,54
"LGA",20,42
"EWR",57,71
"EWR",214,212
"EWR",68,55
"EWR",17,20
"EWR",68,74
"EWR",37,34
"EWR",36,42
"LGA",59,51
"EWR",64,58
"EWR",64,59
"EWR",118,118
"EWR",77,67
"LGA",74,67
"LGA",47,54
"EWR",-8,-16
"EWR",-6,-22
"EWR",-6,-23
"EWR",-7,3
"EWR",-4,-25
"EWR",0,12
"EWR",0,-18
"EWR",6,-1
"EWR",-5,-32
"EWR",-5,-19
"EWR",11,13
"EWR",-8,-9
"EWR",0,-12
"EWR",-5,-36
"EWR",-4,-8
"EWR",-3,-17
"EWR",14,-18
"EWR",-3,-14
"EWR",2,-2
"EWR",-5,-19
"EWR",-3,-35
"EWR",9,-1
"EWR",-2,-7
"EWR",-2,-28
"EWR",4,-12
"EWR",-3,-20
"EWR",29,11
"EWR",28,-11
"EWR",61,129
"LGA",-5,-27
"LGA",-3,-26
"LGA",-7,-30
"LGA",0,-11
"LGA",11,-12
"LGA",-13,-37
"LGA",-6,-16
"LGA",-5,-15
"LGA",-5,-29
"LGA",-6,-32
"LGA",-4,-41
"LGA",-2,-7
"LGA",-4,-29
"LGA",1,-11
"LGA",24,-4
"LGA",103,82
"LGA",83,59
"JFK",-6,11
"LGA",65,57
"JFK",-4,-9
"JFK",-3,-18
"JFK",-8,-10
"JFK",-4,-21
"JFK",-10,33
"EWR",-4,-20
"EWR",4,-10
"EWR",-6,-14
"EWR",-3,-13
"EWR",-6,-21
"EWR",1,1
"EWR",-3,-10
"EWR",-3,-17
"JFK",8,17
"EWR",-13,-41
"EWR",-5,-16
"JFK",30,22
"JFK",-5,-12
"EWR",-8,-27
"EWR",-6,-13
"EWR",-1,-12
"LGA",-4,-23
"EWR",-3,5
"JFK",-6,-28
"JFK",-1,-16
"JFK",0,13
"LGA",-10,-36
"JFK",1,8
"LGA",2,-10
"LGA",3,-5
"EWR",-5,-9
"LGA",-5,-30
"EWR",-2,15
"LGA",-3,-5
"JFK",-1,23
"JFK",9,-9
"LGA",5,0
"JFK",48,61
"EWR",-6,-22
"JFK",8,15
"EWR",22,14
"EWR",1,30
"JFK",-3,14
"EWR",-7,-28
"EWR",25,24
"EWR",-3,-23
"JFK",10,29
"EWR",0,1
"JFK",-3,8
"EWR",3,-3
"JFK",4,15
"JFK",-1,7
"JFK",-5,13
"LGA",-6,-8
"EWR",1,-17
"EWR",-7,-32
"EWR",-6,-30
"EWR",0,-7
"EWR",-4,-19
"LGA",-1,-16
"EWR",-1,-6
"JFK",-1,20
"JFK",10,20
"EWR",1,-15
"EWR",27,29
"JFK",17,21
"EWR",-1,-2
"JFK",-5,5
"EWR",0,-11
"LGA",30,16
"EWR",-4,-9
"EWR",-3,-17
"EWR",-7,-17
"EWR",29,12
"EWR",6,-13
"EWR",-5,-5
"JFK",0,-16
"EWR",-6,-4
"EWR",0,9
"EWR",-4,-24
"LGA",65,52
"EWR",0,5
"EWR",43,78
"JFK",-3,-24
"EWR",9,6
"EWR",21,13
"JFK",-7,-27
"EWR",-4,-26
"EWR",-3,-18
"JFK",3,-10
"EWR",-2,-25
"LGA",-3,-27
"JFK",13,-8
"EWR",49,36
"JFK",27,22
"LGA",11,-16
"LGA",-4,57
"LGA",-4,-30
"EWR",13,-3
"LGA",1,11
"EWR",-1,-5
"LGA",-4,-26
"LGA",-3,-42
"EWR",20,42
"LGA",9,15
"LGA",19,5
"LGA",-3,-12
"LGA",10,-15
"EWR",-3,0
"LGA",0,-9
"LGA",33,29
"LGA",-6,-15
"EWR",-2,-14
"EWR",2,-24
"EWR",4,-8
"LGA",-6,-44
"LGA",10,8
"EWR",14,2
"EWR",6,7
"LGA",25,6
"LGA",5,-9
"LGA",2,11
"LGA",-5,-3
"LGA",17,10
"LGA",-3,-36
"LGA",29,31
"EWR",33,17
"LGA",28,46
"LGA",3,-13
"LGA",2,-15
"EWR",-4,-18
"LGA",-3,52
"LGA",41,19
"LGA",14,-15
"LGA",6,-11
"LGA",-4,-19
"LGA",-4,3
"EWR",3,10
"LGA",6,-7
"LGA",44,22
"EWR",4,-24
"LGA",0,-11
"EWR",1,-21
"EWR",-2,-13
"LGA",8,-18
"LGA",-1,-25
"EWR",-4,2
"EWR",-9,-3
"EWR",-5,-16
"LGA",13,4
"EWR",39,28
"LGA",14,-16
"EWR",0,-36
"LGA",75,64
"EWR",-3,-20
"EWR",3,-16
"JFK",-2,-27
"LGA",-2,-18
"LGA",0,-20
"JFK",0,-14
"EWR",8,-14
"JFK",-6,-11
"EWR",37,23
"LGA",7,-20
"JFK",3,-34
"JFK",-1,-8
"JFK",4,-27
"LGA",9,-18
"JFK",5,-17
"JFK",14,-15
"JFK",0,-28
"LGA",50,39
"JFK",-4,-25
"JFK",22,28
"LGA",-6,-30
"JFK",4,-8
"JFK",12,2
"LGA",34,27
"LGA",5,17
"JFK",19,0
"JFK",3,-23
"LGA",-5,-41
"LGA",-5,-22
"JFK",24,-8
"LGA",0,-17
"LGA",-3,1
"JFK",13,59
"JFK",13,1
"LGA",-8,-18
"JFK",-4,5
"JFK",48,31
"JFK",-3,-44
"JFK",0,-38
"LGA",6,3
"JFK",6,15
"LGA",1,-10
"LGA",178,154
"JFK",-1,-9
"LGA",-4,-35
"JFK",8,-22
"JFK",-3,-33
"LGA",-6,-29
"JFK",0,14
"JFK",-1,-7
"JFK",-6,-7
"JFK",-2,10
"JFK",14,4
"LGA",95,63
"LGA",12,6
"LGA",-12,-38
"LGA",0,-23
"LGA",236,209
"LGA",36,63
"LGA",110,117
"JFK",-2,56
"JFK",8,71
"JFK",112,155
"JFK",48,75
"JFK",13,87
"LGA",15,-22
"LGA",-12,-48
"LGA",86,91
"JFK",93,121
"LGA",114,115
"LGA",19,-7
"JFK",47,87
"LGA",32,-2
"LGA",28,11
"LGA",142,131
"LGA",23,5
"JFK",105,97
"LGA",85,61
"LGA",137,121
"LGA",-6,-18
"LGA",159,131
"LGA",-15,3
"LGA",138,119
"LGA",157,139
"JFK",210,267
"EWR",-6,-25
"EWR",-4,-27
"EWR",-3,-1
"EWR",-6,-22
"EWR",-2,-8
"EWR",-8,-17
"EWR",6,-9
"EWR",-8,-1
"EWR",-5,-15
"EWR",-4,-18
"EWR",-8,-8
"EWR",1,-10
"EWR",-5,-17
"EWR",-8,-7
"EWR",-4,-26
"EWR",7,-14
"LGA",-9,-20
"LGA",-2,-5
"LGA",-3,-7
"LGA",13,2
"LGA",3,-8
"LGA",-6,4
"LGA",-6,-9
"LGA",-2,-10
"LGA",-6,-20
"LGA",-5,-17
"LGA",-1,-30
"LGA",6,-12
"LGA",-2,4
"LGA",29,44
"LGA",-2,-22
"LGA",18,2
"LGA",-6,-10
"LGA",-3,43
"LGA",2,-27
"LGA",-3,-6
"LGA",-2,93
"LGA",-6,-28
"LGA",20,15
"LGA",-11,30
"LGA",0,84
"LGA",-9,-30
"LGA",-4,6
"LGA",-5,14
"LGA",0,-5
"LGA",-2,-13
"LGA",36,30
"LGA",23,16
"LGA",55,40
"LGA",-6,5
"LGA",10,37
"LGA",-2,58
"LGA",-1,-13
"LGA",-3,74
"LGA",10,-13
"LGA",2,3
"LGA",29,0
"LGA",-2,20
"LGA",22,75
"LGA",40,24
"LGA",18,-10
"LGA",48,54
"LGA",-9,-27
"LGA",-2,-24
"LGA",92,78
"LGA",127,142
"LGA",-1,-7
"LGA",120,109
"LGA",23,3
"LGA",44,45
"LGA",71,34
"LGA",11,-27
"LGA",78,133
"LGA",69,58
"LGA",21,1
"LGA",58,47
"LGA",75,49
"LGA",82,57
"LGA",32,10
"LGA",46,46
"LGA",109,92
"LGA",23,6
"JFK",-2,62
"LGA",98,85
"LGA",19,-3
"LGA",62,95
"LGA",31,1
"LGA",24,13
"JFK",-3,26
"LGA",66,53
"LGA",49,51
"JFK",4,21
"LGA",78,38
"JFK",33,65
"JFK",19,2
"JFK",35,66
"JFK",31,57
"JFK",33,100
"JFK",41,48
"LGA",163,137
"LGA",88,72
"JFK",74,64
"LGA",86,76
"LGA",142,115
"JFK",27,87
"JFK",70,59
"LGA",149,126
"LGA",152,119
"JFK",50,80
"JFK",117,172
"JFK",99,103
"JFK",99,120
"LGA",201,173
"LGA",153,128
"LGA",392,374
"LGA",168,138
"LGA",267,233
"JFK",209,224
"LGA",237,223
"JFK",219,247
"LGA",304,291
"EWR",-7,24
"EWR",-7,-4
"EWR",-3,-14
"EWR",-3,-10
"EWR",-4,-16
"EWR",-2,-8
"EWR",-3,-5
"EWR",-4,-26
"EWR",-5,-20
"EWR",0,-4
"EWR",-2,0
"EWR",0,10
"EWR",-5,3
"EWR",16,17
"EWR",-2,12
"EWR",2,3
"EWR",-2,7
"EWR",7,18
"EWR",-4,1
"EWR",-4,-1
"EWR",40,46
"EWR",28,26
"EWR",26,28
"EWR",64,60
"EWR",-5,1
"EWR",-5,-13
"JFK",-5,3
"JFK",-3,-23
"JFK",-2,-8
"EWR",-2,-2
"EWR",-1,-5
"JFK",1,12
"EWR",6,-3
"JFK",9,5
"EWR",22,10
"JFK",28,28
"EWR",-7,-12
"EWR",3,5
"JFK",3,1
"JFK",-9,-21
"EWR",0,-17
"EWR",-6,1
"JFK",29,29
"EWR",1,-3
"EWR",-1,-14
"JFK",12,5
"JFK",3,15
"JFK",-7,-11
"EWR",-1,-23
"JFK",-3,2
"JFK",-1,-5
"EWR",7,9
"EWR",-5,-18
"JFK",14,38
"EWR",1,7
"JFK",-2,31
"EWR",-1,11
"EWR",-1,-13
"EWR",35,26
"EWR",56,40
"EWR",-5,-18
"EWR",75,72
"EWR",-1,-14
"EWR",21,7
"EWR",3,10
"EWR",8,3
"JFK",4,33
"EWR",-7,-10
"EWR",-3,-13
"EWR",18,6
"JFK",-5,-10
"JFK",0,-11
"EWR",2,-16
"JFK",-6,-16
"EWR",35,35
"EWR",-3,-13
"EWR",0,-5
"JFK",5,-8
"EWR",-6,-11
"EWR",31,28
"EWR",17,10
"EWR",-2,-6
"EWR",25,1
"JFK",0,-15
"EWR",24,9
"JFK",16,-4
"JFK",86,79
"EWR",79,61
"EWR",20,19
"JFK",36,27
"EWR",50,50
"EWR",85,96
"EWR",76,67
"JFK",53,40
"EWR",114,104
"EWR",-4,9
"EWR",1,-6
"JFK",68,56
"EWR",7,-1
"EWR",0,-23
"EWR",152,155
"EWR",2,6
"EWR",1,-2
"EWR",6,-4
"EWR",18,10
"EWR",19,0
"EWR",5,-14
"EWR",33,31
"EWR",7,-7
"EWR",18,10
"EWR",149,126
"EWR",-5,-2
"EWR",0,-9
"EWR",2,-3
"EWR",50,33
"EWR",5,-4
"EWR",28,23
"EWR",15,-2
"EWR",19,6
"EWR",25,25
"EWR",60,54
"EWR",72,51
"EWR",33,15
"EWR",71,55
"JFK",-3,-16
"EWR",-3,-40
"JFK",4,-5
"EWR",-1,-19
"JFK",-3,4
"JFK",4,-17
"JFK",11,6
"JFK",1,-8
"JFK",-5,-10
"EWR",-1,7
"EWR",9,-5
"JFK",2,1
"EWR",-3,-15
"JFK",8,-6
"EWR",-1,9
"EWR",97,97
"EWR",-1,-18
"EWR",-5,-23
"EWR",-7,58
"JFK",-4,-8
"JFK",-3,-12
"EWR",-3,12
"EWR",95,120
"JFK",24,7
"EWR",-1,-23
"EWR",13,20
"JFK",41,5
"JFK",-7,-26
"JFK",30,27
"EWR",45,49
"EWR",31,34
"EWR",24,10
"JFK",32,10
"EWR",44,23
"EWR",16,24
"EWR",29,45
"JFK",0,12
"JFK",30,15
"JFK",56,38
"JFK",27,-11
"EWR",50,45
"JFK",60,37
"JFK",42,16
"EWR",35,46
"JFK",63,36
"EWR",23,21
"EWR",70,67
"EWR",54,68
